id,decorated_length,token_length,base_length,unknown_char_count,unknown_char_fraction,slash_mod_count,has_slash_mod,star_count,star_density,terminal_star_count,mod_density_5p,mod_density_middle,mod_density_3p,gc_fraction,au_fraction,purine_fraction,pyrimidine_fraction,terminal_gc_count,longest_homopolymer_run,longest_gc_run,max_gc_window_10,repeated_dinucleotide_count,longest_star_run,longest_slash_mod_run,longest_methyl_run,longest_lna_run,longest_rna_run,longest_modified_token_run,base_A_count,base_A_fraction,base_C_count,base_C_fraction,base_G_count,base_G_fraction,base_U_count,base_U_fraction,base_T_count,base_T_fraction,token_rA_count,token_rA_fraction,longest_rA_run,token_rC_count,token_rC_fraction,longest_rC_run,token_rG_count,token_rG_fraction,longest_rG_run,token_rU_count,token_rU_fraction,longest_rU_run,token_mA_count,token_mA_fraction,longest_mA_run,token_mC_count,token_mC_fraction,longest_mC_run,token_mG_count,token_mG_fraction,longest_mG_run,token_mU_count,token_mU_fraction,longest_mU_run,token_lA_count,token_lA_fraction,longest_lA_run,token_lC_count,token_lC_fraction,longest_lC_run,token_lG_count,token_lG_fraction,longest_lG_run,token_lU_count,token_lU_fraction,longest_lU_run,token_lT_count,token_lT_fraction,longest_lT_run,star_first_position,star_last_position,star_mean_position,star_position_std,star_first_fraction,star_last_fraction,star_mean_fraction,star_span_fraction,star_count_5p,star_count_middle,star_count_3p,star_density_5p,star_density_middle,star_density_3p,slash_mod_first_position,slash_mod_last_position,slash_mod_mean_position,slash_mod_position_std,slash_mod_first_fraction,slash_mod_last_fraction,slash_mod_mean_fraction,slash_mod_span_fraction,slash_mod_count_5p,slash_mod_count_middle,slash_mod_count_3p,slash_mod_density_5p,slash_mod_density_middle,slash_mod_density_3p,methyl_first_position,methyl_last_position,methyl_mean_position,methyl_position_std,methyl_first_fraction,methyl_last_fraction,methyl_mean_fraction,methyl_span_fraction,methyl_count_5p,methyl_count_middle,methyl_count_3p,methyl_density_5p,methyl_density_middle,methyl_density_3p,lna_first_position,lna_last_position,lna_mean_position,lna_position_std,lna_first_fraction,lna_last_fraction,lna_mean_fraction,lna_span_fraction,lna_count_5p,lna_count_middle,lna_count_3p,lna_density_5p,lna_density_middle,lna_density_3p,rna_first_position,rna_last_position,rna_mean_position,rna_position_std,rna_first_fraction,rna_last_fraction,rna_mean_fraction,rna_span_fraction,rna_count_5p,rna_count_middle,rna_count_3p,rna_density_5p,rna_density_middle,rna_density_3p,modified_token_first_position,modified_token_last_position,modified_token_mean_position,modified_token_position_std,modified_token_first_fraction,modified_token_last_fraction,modified_token_mean_fraction,modified_token_span_fraction,modified_token_count_5p,modified_token_count_middle,modified_token_count_3p,modified_token_density_5p,modified_token_density_middle,modified_token_density_3p
606736792,206,106,100,0,0.0,0,0,6,0.05660377358490566,0,0.17142857142857143,0.0,0.16666666666666666,0.45,0.55,0.58,0.42,1,5,3,0.8,6,1,0,1,0,93,6,32,0.32,19,0.19,26,0.26,23,0.23,23,0.23,31,0.29245283018867924,5,19,0.1792452830188679,3,24,0.22641509433962265,3,20,0.18867924528301888,4,1,0.009433962264150943,1,0,0.0,0,2,0.018867924528301886,1,3,0.02830188679245283,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,104,52.5,49.52692870213806,0.009523809523809525,0.9904761904761905,0.5,0.9809523809523809,3,0,3,0.08571428571428572,0.0,0.08333333333333333,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,103,51.5,49.52692870213806,0.0,0.9809523809523809,0.49047619047619045,0.9809523809523809,3,0,3,0.08571428571428572,0.0,0.08333333333333333,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,105,52.56382978723404,27.250047242058717,0.05714285714285714,1.0,0.5006079027355623,0.9428571428571428,29,35,30,0.8285714285714286,1.0,0.8333333333333334,0,104,52.0,49.52945251733222,0.0,0.9904761904761905,0.49523809523809526,0.9904761904761905,6,0,6,0.17142857142857143,0.0,0.16666666666666666
606736793,206,106,100,0,0.0,0,0,6,0.05660377358490566,0,0.17142857142857143,0.0,0.16666666666666666,0.43,0.57,0.57,0.43,1,5,2,0.7,7,1,0,1,0,93,6,32,0.32,18,0.18,25,0.25,25,0.25,25,0.25,31,0.29245283018867924,5,17,0.16037735849056603,2,24,0.22641509433962265,2,22,0.20754716981132076,4,1,0.009433962264150943,1,1,0.009433962264150943,1,1,0.009433962264150943,1,3,0.02830188679245283,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,104,52.5,49.52692870213806,0.009523809523809525,0.9904761904761905,0.5,0.9809523809523809,3,0,3,0.08571428571428572,0.0,0.08333333333333333,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,103,51.5,49.52692870213806,0.0,0.9809523809523809,0.49047619047619045,0.9809523809523809,3,0,3,0.08571428571428572,0.0,0.08333333333333333,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,105,52.56382978723404,27.250047242058717,0.05714285714285714,1.0,0.5006079027355623,0.9428571428571428,29,35,30,0.8285714285714286,1.0,0.8333333333333334,0,104,52.0,49.52945251733222,0.0,0.9904761904761905,0.49523809523809526,0.9904761904761905,6,0,6,0.17142857142857143,0.0,0.16666666666666666
607441155,206,106,100,0,0.0,0,0,6,0.05660377358490566,0,0.17142857142857143,0.0,0.16666666666666666,0.44,0.56,0.53,0.47,1,5,4,0.8,9,1,0,1,0,93,6,30,0.3,21,0.21,23,0.23,26,0.26,26,0.26,30,0.2830188679245283,5,19,0.1792452830188679,4,23,0.2169811320754717,3,22,0.20754716981132076,4,0,0.0,0,2,0.018867924528301886,1,0,0.0,0,4,0.03773584905660377,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,104,52.5,49.52692870213806,0.009523809523809525,0.9904761904761905,0.5,0.9809523809523809,3,0,3,0.08571428571428572,0.0,0.08333333333333333,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,103,51.5,49.52692870213806,0.0,0.9809523809523809,0.49047619047619045,0.9809523809523809,3,0,3,0.08571428571428572,0.0,0.08333333333333333,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,105,52.56382978723404,27.250047242058717,0.05714285714285714,1.0,0.5006079027355623,0.9428571428571428,29,35,30,0.8285714285714286,1.0,0.8333333333333334,0,104,52.0,49.52945251733222,0.0,0.9904761904761905,0.49523809523809526,0.9904761904761905,6,0,6,0.17142857142857143,0.0,0.16666666666666666
607508992,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.4357142857142857,0.5642857142857143,0.55,0.45,0,5,2,0.9,9,1,0,1,0,134,6,41,0.29285714285714287,25,0.17857142857142858,36,0.2571428571428571,38,0.2714285714285714,38,0.2714285714285714,39,0.2671232876712329,5,23,0.15753424657534246,2,35,0.23972602739726026,2,37,0.2534246575342466,4,2,0.0136986301369863,1,2,0.0136986301369863,1,1,0.00684931506849315,1,1,0.00684931506849315,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
607509005,306,156,150,0,0.0,0,0,6,0.038461538461538464,0,0.11538461538461539,0.0,0.11538461538461539,0.4,0.6,0.54,0.46,0,5,5,0.9,14,1,0,1,0,144,6,52,0.3466666666666667,31,0.20666666666666667,29,0.19333333333333333,38,0.25333333333333335,38,0.25333333333333335,51,0.3269230769230769,5,30,0.19230769230769232,5,29,0.1858974358974359,2,34,0.21794871794871795,3,1,0.00641025641025641,1,1,0.00641025641025641,1,0,0.0,0,4,0.02564102564102564,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,154,77.5,74.5178949425349,0.0064516129032258064,0.9935483870967742,0.5,0.9870967741935484,3,0,3,0.057692307692307696,0.0,0.057692307692307696,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,155,77.5,75.51765797922144,0.0,1.0,0.5,1.0,3,0,3,0.057692307692307696,0.0,0.057692307692307696,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,149,77.5,41.56821702535083,0.03870967741935484,0.9612903225806452,0.5,0.9225806451612903,46,52,46,0.8846153846153846,1.0,0.8846153846153846,0,155,77.5,75.01944192452159,0.0,1.0,0.5,1.0,6,0,6,0.11538461538461539,0.0,0.11538461538461539
607508991,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.44285714285714284,0.5571428571428572,0.5642857142857143,0.4357142857142857,2,5,2,0.8,9,1,0,1,0,134,6,41,0.29285714285714287,24,0.17142857142857143,38,0.2714285714285714,37,0.2642857142857143,37,0.2642857142857143,40,0.273972602739726,5,22,0.1506849315068493,2,36,0.2465753424657534,2,36,0.2465753424657534,4,1,0.00684931506849315,1,2,0.0136986301369863,1,2,0.0136986301369863,1,1,0.00684931506849315,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
607508990,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.4357142857142857,0.5642857142857143,0.5571428571428572,0.44285714285714284,0,5,2,0.7,9,1,0,1,0,134,6,42,0.3,25,0.17857142857142858,36,0.2571428571428571,37,0.2642857142857143,37,0.2642857142857143,40,0.273972602739726,5,24,0.1643835616438356,2,34,0.2328767123287671,2,36,0.2465753424657534,4,2,0.0136986301369863,1,1,0.00684931506849315,1,2,0.0136986301369863,1,1,0.00684931506849315,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
607509003,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.42857142857142855,0.5714285714285714,0.5142857142857142,0.4857142857142857,0,10,10,1.0,16,1,0,1,0,134,6,44,0.3142857142857143,32,0.22857142857142856,28,0.2,36,0.2571428571428571,36,0.2571428571428571,42,0.2876712328767123,5,32,0.2191780821917808,10,26,0.1780821917808219,2,34,0.2328767123287671,4,2,0.0136986301369863,1,0,0.0,0,2,0.0136986301369863,1,2,0.0136986301369863,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
607508989,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.4357142857142857,0.5642857142857143,0.5571428571428572,0.44285714285714284,2,5,2,0.7,9,1,0,1,0,134,6,43,0.30714285714285716,26,0.18571428571428572,35,0.25,36,0.2571428571428571,36,0.2571428571428571,42,0.2876712328767123,5,24,0.1643835616438356,2,33,0.22602739726027396,2,35,0.23972602739726026,4,1,0.00684931506849315,1,2,0.0136986301369863,1,2,0.0136986301369863,1,1,0.00684931506849315,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
607509002,306,156,150,0,0.0,0,0,6,0.038461538461538464,0,0.11538461538461539,0.0,0.11538461538461539,0.46,0.54,0.5133333333333333,0.4866666666666667,1,10,10,1.0,16,1,0,1,0,144,6,44,0.29333333333333333,36,0.24,33,0.22,37,0.24666666666666667,37,0.24666666666666667,42,0.2692307692307692,5,36,0.23076923076923078,10,30,0.19230769230769232,2,36,0.23076923076923078,4,2,0.01282051282051282,1,0,0.0,0,3,0.019230769230769232,1,1,0.00641025641025641,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,154,77.5,74.5178949425349,0.0064516129032258064,0.9935483870967742,0.5,0.9870967741935484,3,0,3,0.057692307692307696,0.0,0.057692307692307696,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,155,77.5,75.51765797922144,0.0,1.0,0.5,1.0,3,0,3,0.057692307692307696,0.0,0.057692307692307696,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,149,77.5,41.56821702535083,0.03870967741935484,0.9612903225806452,0.5,0.9225806451612903,46,52,46,0.8846153846153846,1.0,0.8846153846153846,0,155,77.5,75.01944192452159,0.0,1.0,0.5,1.0,6,0,6,0.11538461538461539,0.0,0.11538461538461539
607508993,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.42857142857142855,0.5714285714285714,0.5571428571428572,0.44285714285714284,1,5,2,0.8,10,1,0,1,0,134,6,42,0.3,24,0.17142857142857143,36,0.2571428571428571,38,0.2714285714285714,38,0.2714285714285714,39,0.2671232876712329,5,24,0.1643835616438356,2,33,0.22602739726027396,2,38,0.2602739726027397,4,3,0.02054794520547945,1,0,0.0,0,3,0.02054794520547945,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
607509006,306,156,150,0,0.0,0,0,6,0.038461538461538464,0,0.11538461538461539,0.0,0.11538461538461539,0.3933333333333333,0.6066666666666667,0.54,0.46,0,5,4,0.8,13,1,0,1,0,144,6,52,0.3466666666666667,30,0.2,29,0.19333333333333333,39,0.26,39,0.26,50,0.32051282051282054,5,30,0.19230769230769232,4,29,0.1858974358974359,2,35,0.22435897435897437,3,2,0.01282051282051282,1,0,0.0,0,0,0.0,0,4,0.02564102564102564,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,154,77.5,74.5178949425349,0.0064516129032258064,0.9935483870967742,0.5,0.9870967741935484,3,0,3,0.057692307692307696,0.0,0.057692307692307696,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,155,77.5,75.51765797922144,0.0,1.0,0.5,1.0,3,0,3,0.057692307692307696,0.0,0.057692307692307696,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,149,77.5,41.56821702535083,0.03870967741935484,0.9612903225806452,0.5,0.9225806451612903,46,52,46,0.8846153846153846,1.0,0.8846153846153846,0,155,77.5,75.01944192452159,0.0,1.0,0.5,1.0,6,0,6,0.11538461538461539,0.0,0.11538461538461539
607508986,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.44285714285714284,0.5571428571428572,0.5642857142857143,0.4357142857142857,2,5,2,0.7,9,1,0,1,0,134,6,42,0.3,25,0.17857142857142858,37,0.2642857142857143,36,0.2571428571428571,36,0.2571428571428571,41,0.2808219178082192,5,23,0.15753424657534246,2,36,0.2465753424657534,2,34,0.2328767123287671,4,1,0.00684931506849315,1,2,0.0136986301369863,1,1,0.00684931506849315,1,2,0.0136986301369863,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
607509000,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.42857142857142855,0.5714285714285714,0.5071428571428571,0.4928571428571429,1,10,10,1.0,17,1,0,1,0,134,6,44,0.3142857142857143,33,0.2357142857142857,27,0.19285714285714287,36,0.2571428571428571,36,0.2571428571428571,43,0.2945205479452055,5,31,0.21232876712328766,10,27,0.18493150684931506,2,33,0.22602739726027396,4,1,0.00684931506849315,1,2,0.0136986301369863,1,0,0.0,0,3,0.02054794520547945,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
607508985,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.42857142857142855,0.5714285714285714,0.5642857142857143,0.4357142857142857,1,5,2,0.7,6,1,0,1,0,134,6,44,0.3142857142857143,25,0.17857142857142858,35,0.25,36,0.2571428571428571,36,0.2571428571428571,39,0.2671232876712329,5,24,0.1643835616438356,2,35,0.23972602739726026,2,36,0.2465753424657534,4,5,0.03424657534246575,1,1,0.00684931506849315,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
607508999,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.4357142857142857,0.5642857142857143,0.5142857142857142,0.4857142857142857,1,10,10,1.0,17,1,0,1,0,134,6,44,0.3142857142857143,33,0.2357142857142857,28,0.2,35,0.25,35,0.25,42,0.2876712328767123,5,30,0.2054794520547945,10,28,0.1917808219178082,2,34,0.2328767123287671,4,2,0.0136986301369863,1,3,0.02054794520547945,1,0,0.0,0,1,0.00684931506849315,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
607568922,206,106,100,0,0.0,0,0,6,0.05660377358490566,0,0.17142857142857143,0.0,0.16666666666666666,0.44,0.56,0.58,0.42,1,5,4,0.8,8,1,0,1,0,93,6,30,0.3,16,0.16,28,0.28,26,0.26,26,0.26,29,0.27358490566037735,5,16,0.1509433962264151,4,26,0.24528301886792453,4,23,0.2169811320754717,4,1,0.009433962264150943,1,0,0.0,0,2,0.018867924528301886,1,3,0.02830188679245283,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,104,52.5,49.52692870213806,0.009523809523809525,0.9904761904761905,0.5,0.9809523809523809,3,0,3,0.08571428571428572,0.0,0.08333333333333333,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,103,51.5,49.52692870213806,0.0,0.9809523809523809,0.49047619047619045,0.9809523809523809,3,0,3,0.08571428571428572,0.0,0.08333333333333333,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,105,52.56382978723404,27.250047242058717,0.05714285714285714,1.0,0.5006079027355623,0.9428571428571428,29,35,30,0.8285714285714286,1.0,0.8333333333333334,0,104,52.0,49.52945251733222,0.0,0.9904761904761905,0.49523809523809526,0.9904761904761905,6,0,6,0.17142857142857143,0.0,0.16666666666666666
607508979,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.4142857142857143,0.5857142857142857,0.5571428571428572,0.44285714285714284,1,6,3,0.7,11,1,0,1,0,134,6,44,0.3142857142857143,24,0.17142857142857143,34,0.24285714285714285,38,0.2714285714285714,38,0.2714285714285714,43,0.2945205479452055,6,23,0.15753424657534246,2,33,0.22602739726027396,2,35,0.23972602739726026,4,1,0.00684931506849315,1,1,0.00684931506849315,1,1,0.00684931506849315,1,3,0.02054794520547945,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
607508995,286,146,140,0,0.0,0,0,6,0.0410958904109589,0,0.125,0.0,0.12244897959183673,0.44285714285714284,0.5571428571428572,0.5071428571428571,0.4928571428571429,1,10,10,1.0,16,1,0,1,0,134,6,40,0.2857142857142857,31,0.22142857142857142,31,0.22142857142857142,38,0.2714285714285714,38,0.2714285714285714,40,0.273972602739726,5,30,0.2054794520547945,10,30,0.2054794520547945,3,34,0.2328767123287671,4,0,0.0,0,1,0.00684931506849315,1,1,0.00684931506849315,1,4,0.0273972602739726,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,144,72.5,69.51918200516076,0.006896551724137931,0.993103448275862,0.5,0.9862068965517241,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,0,145,72.5,70.51890999346676,0.0,1.0,0.5,1.0,3,0,3,0.0625,0.0,0.061224489795918366,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0,0,0,0.0,0.0,0.0,6,139,72.5,38.68139087468288,0.041379310344827586,0.9586206896551724,0.5,0.9172413793103448,42,49,43,0.875,1.0,0.8775510204081632,0,145,72.5,70.02083023405726,0.0,1.0,0.5,1.0,6,0,6,0.125,0.0,0.12244897959183673
