id,token_lT_count,longest_lA_run,longest_lC_run,token_lC_count,lna_last_fraction,longest_rU_run,rna_mean_fraction,rna_count_3p,repeated_dinucleotide_count,longest_homopolymer_run,methyl_mean_fraction,rna_mean_position,modified_token_mean_fraction,token_rU_count,mod_density_3p,longest_mG_run,modified_token_position_std,token_mC_count,slash_mod_density_middle,token_rU_fraction,methyl_position_std,rna_count_middle,base_U_count,mod_density_middle,methyl_mean_position,longest_rna_run,token_rA_count,rna_span_fraction,rna_first_position,token_rG_count,star_density_3p,slash_mod_count_3p,star_count_5p,token_rA_fraction,star_count_middle,modified_token_first_position,longest_mC_run,star_first_position,token_rG_fraction,slash_mod_position_std,longest_mU_run,base_C_fraction,methyl_count_5p,mod_density_5p,base_U_fraction,token_rC_fraction,purine_fraction,longest_rG_run,base_G_count,slash_mod_last_position,base_C_count,longest_gc_run,slash_mod_first_position,modified_token_mean_position,max_gc_window_10,lna_count_3p,slash_mod_count,decorated_length,longest_slash_mod_run,base_G_fraction,slash_mod_density_5p,terminal_gc_count,longest_rC_run,unknown_char_count,unknown_char_fraction,terminal_star_count,token_lU_count,token_lU_fraction,longest_lU_run,lna_count_5p,lna_density_5p
594624344,0,0,0,0,-1.0,3,0.49655076301303047,37,12,4,0.5,63.06194690265487,0.525984251968504,27,0.13953488372093023,0,54.98023887422341,1,0.06976744186046512,0.2109375,61.52167639675196,40,31,0.06976744186046512,63.5,73,24,0.905511811023622,6,33,0.06976744186046512,0,3,0.1875,0,0,1,1,0.2578125,0.816496580927726,1,0.25210084033613445,3,0.14285714285714285,0.2605042016806723,0.2265625,0.48739495798319327,4,33,81,30,4,79,66.8,0.8,0,3,262,3,0.2773109243697479,0.0,0,4,0,0.0,0,0,0.0,0,0,0.0
594624353,0,0,0,0,-1.0,3,0.492198891805191,37,8,4,0.5540443808160344,62.50925925925926,0.5421259842519685,27,0.13953488372093023,1,47.75172771743448,3,0.06976744186046512,0.2109375,46.0716294624177,35,32,0.18604651162790697,70.36363636363636,67,22,0.905511811023622,6,30,0.06976744186046512,0,3,0.171875,0,0,2,1,0.234375,0.816496580927726,1,0.2689075630252101,3,0.14285714285714285,0.2689075630252101,0.2265625,0.46218487394957986,4,31,75,32,4,73,68.85,0.8,0,3,262,3,0.2605042016806723,0.0,0,4,0,0.0,0,0,0.0,0,0,0.0
594624335,0,0,0,0,-1.0,3,0.5184569818680922,37,12,4,0.3452453058752271,65.8440366972477,0.39411520928305016,26,0.13953488372093023,1,51.6083160212429,2,0.0,0.203125,45.608444147052346,43,32,0.0,43.84615384615385,91,22,0.905511811023622,6,31,0.06976744186046512,0,3,0.171875,0,0,1,1,0.2421875,0.0,1,0.26229508196721313,10,0.30952380952380953,0.26229508196721313,0.234375,0.47540983606557374,4,33,-1,32,4,-1,50.05263157894737,0.8,0,0,250,0,0.27049180327868855,0.0,0,4,0,0.0,0,0,0.0,0,0,0.0
595466236,0,0,0,0,-1.0,3,0.4911819306930693,18,3,4,0.516598718695399,49.609375,0.5148514851485149,13,0.47058823529411764,1,35.15230021671862,6,0.0,0.12745098039215685,33.225141603943186,22,22,0.35294117647058826,52.1764705882353,22,21,0.900990099009901,6,14,0.058823529411764705,0,2,0.20588235294117646,0,0,1,1,0.13725490196078433,0.0,2,0.22448979591836735,8,0.29411764705882354,0.22448979591836735,0.1568627450980392,0.5510204081632653,2,24,-1,22,3,-1,52.0,0.8,0,0,200,0,0.24489795918367346,0.0,1,3,0,0.0,0,0,0.0,0,0,0.0
595466234,0,0,0,0,-1.0,3,0.5,30,3,4,0.5,50.5,0.5,22,0.11764705882352941,1,49.012753442343964,1,0.0,0.21568627450980393,49.51009997970111,34,22,0.0,50.5,94,28,0.9207920792079208,4,23,0.058823529411764705,0,2,0.27450980392156865,0,0,1,1,0.22549019607843138,0.0,0,0.22448979591836735,2,0.11764705882352941,0.22448979591836735,0.20588235294117646,0.5510204081632653,3,24,-1,22,3,-1,50.5,0.8,0,0,200,0,0.24489795918367346,0.0,1,3,0,0.0,0,0,0.0,0,0,0.0
595466235,0,0,0,0,-1.0,3,0.3896330809551543,7,3,4,0.619759848325258,39.35294117647059,0.6103669190448456,15,0.7941176470588235,3,30.865821906077866,15,0.0,0.14705882352941177,28.67103184398221,17,22,0.5,62.59574468085106,22,17,0.8613861386138614,5,12,0.058823529411764705,0,2,0.16666666666666666,0,0,3,1,0.11764705882352941,0.0,2,0.22448979591836735,5,0.20588235294117646,0.22448979591836735,0.06862745098039216,0.5510204081632653,3,24,-1,22,3,-1,61.64705882352941,0.8,0,0,200,0,0.24489795918367346,0.0,1,3,0,0.0,0,0,0.0,0,0,0.0
594624343,0,0,0,0,-1.0,3,0.4959211179683621,37,8,4,0.5,62.98198198198198,0.5266327003242242,28,0.13953488372093023,0,51.54310857449802,1,0.11627906976744186,0.21875,61.52167639675196,38,32,0.11627906976744186,63.5,67,22,0.905511811023622,6,30,0.06976744186046512,0,3,0.171875,0,0,1,1,0.234375,1.4142135623730951,1,0.27350427350427353,3,0.14285714285714285,0.27350427350427353,0.2421875,0.452991452991453,4,30,77,32,4,73,66.88235294117646,0.8,0,5,270,5,0.2564102564102564,0.0,0,4,0,0.0,0,0,0.0,0,0,0.0
594624347,0,0,0,0,-1.0,3,0.4990522018081073,37,9,4,0.49964209019327127,63.379629629629626,0.5051181102362206,26,0.13953488372093023,2,47.30673842065209,2,0.06976744186046512,0.203125,45.453999996727234,35,31,0.18604651162790697,63.45454545454545,55,23,0.905511811023622,6,31,0.06976744186046512,0,3,0.1796875,0,0,1,1,0.2421875,0.816496580927726,1,0.25210084033613445,3,0.14285714285714285,0.2605042016806723,0.21875,0.48739495798319327,4,33,69,30,4,67,64.15,0.8,0,3,262,3,0.2773109243697479,0.0,0,4,0,0.0,0,0,0.0,0,0,0.0
593052622,0,0,0,0,-1.0,4,0.3482734565748169,5,5,4,0.5226986128625473,42.48936170212766,0.5126545872878918,15,0.4146341463414634,2,34.60507526687257,12,0.0,0.12195121951219512,31.29611390511816,19,30,0.5365853658536586,63.76923076923077,17,12,0.8688524590163934,6,11,0.04878048780487805,0,3,0.0975609756097561,0,0,2,1,0.08943089430894309,0.0,1,0.2288135593220339,15,0.43902439024390244,0.2542372881355932,0.07317073170731707,0.5169491525423728,1,29,-1,27,3,-1,62.54385964912281,0.8,0,0,222,0,0.2457627118644068,0.0,2,2,0,0.0,0,0,0.0,0,0,0.0
593052623,0,0,0,0,-1.0,4,0.36972751026502426,6,5,4,0.5499325236167342,42.148936170212764,0.5375500153893505,15,0.5641025641025641,2,32.64844876138964,12,0.0,0.13043478260869565,29.51827234725745,18,27,0.5263157894736842,62.69230769230769,17,12,0.8596491228070176,6,11,0.05128205128205128,0,3,0.10434782608695652,0,0,2,1,0.09565217391304348,0.0,1,0.21818181818181817,12,0.39473684210526316,0.24545454545454545,0.0782608695652174,0.5363636363636364,1,28,-1,24,3,-1,61.280701754385966,0.8,0,0,214,0,0.2545454545454545,0.0,2,2,0,0.0,0,0,0.0,0,0,0.0
593052624,0,0,0,0,-1.0,4,0.3482734565748169,5,4,4,0.5226986128625473,42.48936170212766,0.5189372526851328,15,0.43902439024390244,2,34.79011299133792,12,0.0,0.12195121951219512,31.29611390511816,19,30,0.5365853658536586,63.76923076923077,17,12,0.8688524590163934,6,11,0.04878048780487805,1,3,0.0975609756097561,0,0,2,1,0.08943089430894309,0.0,1,0.2222222222222222,15,0.43902439024390244,0.2564102564102564,0.07317073170731707,0.5213675213675214,1,30,107,26,3,107,63.310344827586206,0.8,0,1,229,1,0.2564102564102564,0.0,2,2,0,0.0,0,0,0.0,0,0,0.0
593052625,0,0,0,0,-1.0,4,0.3482734565748169,5,6,5,0.5226986128625473,42.48936170212766,0.5428051001821494,15,0.5609756097560976,2,34.834959836459696,12,0.0,0.12195121951219512,31.29611390511816,19,30,0.5365853658536586,63.76923076923077,17,12,0.8688524590163934,6,11,0.04878048780487805,6,3,0.0975609756097561,0,0,2,1,0.08943089430894309,3.9334745737353156,1,0.1875,15,0.43902439024390244,0.26785714285714285,0.07317073170731707,0.5446428571428571,1,30,107,21,3,95,66.22222222222223,0.8,0,6,264,3,0.26785714285714285,0.0,2,2,0,0.0,0,0,0.0,0,0,0.0
593052626,0,0,0,0,-1.0,4,0.36972751026502426,6,4,4,0.5499325236167342,42.148936170212764,0.543254688445251,15,0.5897435897435898,2,32.73607209442246,12,0.0,0.13043478260869565,29.51827234725745,18,27,0.5263157894736842,62.69230769230769,17,12,0.8596491228070176,6,11,0.05128205128205128,1,3,0.10434782608695652,0,0,2,1,0.09565217391304348,0.0,1,0.21100917431192662,12,0.39473684210526316,0.24770642201834864,0.0782608695652174,0.5412844036697247,1,29,99,23,3,99,61.93103448275862,0.8,0,1,221,1,0.26605504587155965,0.0,2,2,0,0.0,0,0,0.0,0,0,0.0
593052627,0,0,0,0,-1.0,4,0.36972751026502426,6,5,4,0.5499325236167342,42.148936170212764,0.548468629200119,15,0.6153846153846154,2,32.77160611250745,12,0.0,0.13043478260869565,29.51827234725745,18,27,0.5263157894736842,62.69230769230769,17,12,0.8596491228070176,6,11,0.05128205128205128,2,3,0.10434782608695652,0,0,2,1,0.09565217391304348,1.0,1,0.2037037037037037,12,0.39473684210526316,0.25,0.0782608695652174,0.5462962962962963,1,29,99,22,3,97,62.52542372881356,0.8,0,2,228,1,0.26851851851851855,0.0,2,2,0,0.0,0,0,0.0,0,0,0.0
593052621,0,0,0,0,-1.0,4,0.37459942654747846,7,5,4,0.5179063360881543,45.326530612244895,0.5081168831168831,16,0.4146341463414634,2,33.98003146357146,11,0.0,0.13114754098360656,30.583006088968897,19,30,0.5365853658536586,62.666666666666664,17,12,0.8842975206611571,6,12,0.04878048780487805,0,3,0.09836065573770492,0,0,2,1,0.09836065573770492,0.0,1,0.2222222222222222,14,0.425,0.2564102564102564,0.07377049180327869,0.5213675213675214,1,29,-1,26,3,-1,61.482142857142854,0.8,0,0,222,0,0.24786324786324787,0.0,2,2,0,0.0,0,0,0.0,0,0,0.0
592095457,0,0,0,0,-1.0,3,0.5,53,10,4,0.5,88.0,0.5,36,0.1016949152542373,1,85.51705482923664,1,0.0,0.2033898305084746,86.01550247871988,59,37,0.0,88.0,165,36,0.9318181818181818,6,49,0.05084745762711865,0,3,0.2033898305084746,0,0,1,1,0.2768361581920904,0.0,1,0.2631578947368421,3,0.1016949152542373,0.21637426900584794,0.24858757062146894,0.52046783625731,4,52,-1,45,4,-1,88.0,1.0,0,0,348,0,0.30409356725146197,0.0,1,3,0,0.0,0,0,0.0,0,0,0.0
595068579,0,0,0,0,-1.0,4,0.49653846153846154,38,9,6,0.49615384615384617,64.55,0.5377622377622377,32,0.13636363636363635,1,62.01239545512368,1,0.0,0.24427480916030533,62.52132969368667,44,35,0.0,64.5,119,35,0.9615384615384616,5,32,0.06818181818181818,0,2,0.26717557251908397,0,0,1,1,0.24427480916030533,0.0,1,0.1746031746031746,3,0.11627906976744186,0.2777777777777778,0.16030534351145037,0.5476190476190477,3,33,-1,22,3,-1,69.9090909090909,0.7,0,0,257,0,0.2619047619047619,0.0,1,3,0,0.0,0,0,0.0,0,0,0.0
595068580,0,0,0,0,-1.0,4,0.49646678780537046,37,15,7,0.49606299212598426,63.05128205128205,0.5375805297065139,30,0.13953488372093023,1,60.51910428510219,0,0.0,0.234375,61.02185400876203,43,34,0.0,63.0,116,33,0.9606299212598425,5,31,0.06976744186046512,0,2,0.2578125,0,0,0,1,0.2421875,0.0,1,0.18699186991869918,3,0.11904761904761904,0.2764227642276423,0.1796875,0.5365853658536586,4,33,-1,23,4,-1,68.27272727272727,0.8,0,0,251,0,0.2682926829268293,0.0,1,4,0,0.0,0,0,0.0,0,0,0.0
595149923,0,0,0,0,-1.0,4,0.5006079027355623,30,8,5,0.49047619047619045,52.56382978723404,0.49523809523809526,24,0.16666666666666666,1,49.52945251733222,1,0.0,0.22641509433962265,49.52692870213806,35,27,0.0,51.5,93,32,0.9428571428571428,6,24,0.08333333333333333,0,3,0.3018867924528302,0,0,1,1,0.22641509433962265,0.0,1,0.15,3,0.17142857142857143,0.27,0.1320754716981132,0.58,2,25,-1,15,2,-1,52.0,0.7,0,0,206,0,0.25,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
595149921,0,0,0,0,-1.0,4,0.5006079027355623,30,7,5,0.49047619047619045,52.56382978723404,0.49523809523809526,23,0.16666666666666666,0,49.52945251733222,2,0.0,0.2169811320754717,49.52692870213806,35,26,0.0,51.5,93,29,0.9428571428571428,6,25,0.08333333333333333,0,3,0.27358490566037735,0,0,1,1,0.2358490566037736,0.0,1,0.19,3,0.17142857142857143,0.26,0.16037735849056603,0.55,3,25,-1,19,3,-1,52.0,0.8,0,0,206,0,0.25,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
595149922,0,0,0,0,-1.0,4,0.5006079027355623,30,6,5,0.49047619047619045,52.56382978723404,0.49523809523809526,24,0.16666666666666666,1,49.52945251733222,1,0.0,0.22641509433962265,49.52692870213806,35,28,0.0,51.5,93,29,0.9428571428571428,6,25,0.08333333333333333,0,3,0.27358490566037735,0,0,1,1,0.2358490566037736,0.0,1,0.17,3,0.17142857142857143,0.28,0.1509433962264151,0.55,3,26,-1,17,3,-1,52.0,0.8,0,0,206,0,0.26,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
595149920,0,0,0,0,-1.0,4,0.5006079027355623,30,9,5,0.49047619047619045,52.56382978723404,0.49523809523809526,22,0.16666666666666666,1,49.52945251733222,0,0.0,0.20754716981132076,49.52692870213806,35,25,0.0,51.5,93,31,0.9428571428571428,6,24,0.08333333333333333,0,3,0.29245283018867924,0,0,0,1,0.22641509433962265,0.0,1,0.17,3,0.17142857142857143,0.25,0.16037735849056603,0.58,2,26,-1,17,2,-1,52.0,0.8,0,0,206,0,0.26,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
595149919,0,0,0,0,-1.0,4,0.500620347394541,29,9,5,0.49038461538461536,52.064516129032256,0.4951923076923077,27,0.17142857142857143,1,49.029752871768245,1,0.0,0.2571428571428571,49.02720333311565,35,30,0.0,51.0,92,28,0.9423076923076923,6,24,0.08571428571428572,0,3,0.26666666666666666,0,0,1,1,0.22857142857142856,0.0,1,0.15151515151515152,3,0.17142857142857143,0.30303030303030304,0.13333333333333333,0.5454545454545454,2,25,-1,15,3,-1,51.5,0.7,0,0,204,0,0.25252525252525254,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
594084502,0,0,0,0,-1.0,4,0.5006079027355623,30,9,5,0.49047619047619045,52.56382978723404,0.49523809523809526,25,0.16666666666666666,1,49.52945251733222,0,0.0,0.2358490566037736,49.52692870213806,35,30,0.0,51.5,93,28,0.9428571428571428,6,25,0.08333333333333333,0,3,0.2641509433962264,0,0,0,1,0.2358490566037736,0.0,1,0.16,3,0.17142857142857143,0.3,0.1509433962264151,0.54,4,26,-1,16,4,-1,52.0,0.7,0,0,206,0,0.26,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
594951944,0,0,0,0,-1.0,4,0.5006079027355623,30,7,5,0.49047619047619045,52.56382978723404,0.49523809523809526,25,0.16666666666666666,1,49.52945251733222,0,0.0,0.2358490566037736,49.52692870213806,35,29,0.0,51.5,93,30,0.9428571428571428,6,25,0.08333333333333333,0,3,0.2830188679245283,0,0,0,1,0.2358490566037736,0.0,1,0.14,3,0.17142857142857143,0.29,0.1320754716981132,0.57,2,26,-1,14,2,-1,52.0,0.7,0,0,206,0,0.26,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
594732521,0,0,0,0,-1.0,4,0.5006079027355623,30,6,5,0.49047619047619045,52.56382978723404,0.49523809523809526,24,0.16666666666666666,1,49.52945251733222,0,0.0,0.22641509433962265,49.52692870213806,35,27,0.0,51.5,93,29,0.9428571428571428,6,25,0.08333333333333333,0,3,0.27358490566037735,0,0,0,1,0.2358490566037736,0.0,1,0.16,3,0.17142857142857143,0.27,0.1509433962264151,0.57,2,28,-1,16,3,-1,52.0,0.7,0,0,206,0,0.28,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
595178000,0,0,0,0,-1.0,4,0.5006079027355623,30,8,5,0.49047619047619045,52.56382978723404,0.49523809523809526,23,0.16666666666666666,1,49.52945251733222,0,0.0,0.2169811320754717,49.52692870213806,35,26,0.0,51.5,93,28,0.9428571428571428,6,24,0.08333333333333333,0,3,0.2641509433962264,0,0,0,1,0.22641509433962265,0.0,1,0.19,3,0.17142857142857143,0.26,0.1792452830188679,0.55,4,26,-1,19,4,-1,52.0,0.9,0,0,206,0,0.26,0.0,1,3,0,0.0,0,0,0.0,0,0,0.0
594624330,0,0,0,0,-1.0,3,0.49655076301303047,37,12,4,0.5433070866141733,63.06194690265487,0.525984251968504,27,0.13953488372093023,0,54.98023887422341,3,0.0,0.2109375,50.83306010855534,40,32,0.06976744186046512,69.0,73,24,0.905511811023622,6,33,0.06976744186046512,0,3,0.1875,0,0,2,1,0.2578125,0.0,1,0.26229508196721313,3,0.14285714285714285,0.26229508196721313,0.2265625,0.47540983606557374,4,33,-1,32,4,-1,66.8,0.8,0,0,250,0,0.27049180327868855,0.0,0,4,0,0.0,0,0,0.0,0,0,0.0
594624352,0,0,0,0,-1.0,3,0.4990522018081073,37,9,4,0.5,63.379629629629626,0.5051181102362206,26,0.13953488372093023,0,47.30673842065209,1,0.18604651162790697,0.203125,61.52167639675196,35,30,0.18604651162790697,63.5,55,23,0.905511811023622,6,31,0.06976744186046512,0,3,0.1796875,0,0,1,1,0.2421875,2.7128168017763383,1,0.2543859649122807,3,0.14285714285714285,0.2631578947368421,0.21875,0.4824561403508772,4,31,69,29,4,61,64.15,0.8,0,8,282,5,0.2719298245614035,0.0,0,4,0,0.0,0,0,0.0,0,0,0.0
594624348,0,0,0,0,-1.0,3,0.4990522018081073,37,10,4,0.5118110236220472,63.379629629629626,0.5051181102362206,26,0.13953488372093023,0,47.30673842065209,3,0.11627906976744186,0.203125,50.27922035990614,35,31,0.18604651162790697,65.0,55,23,0.905511811023622,6,31,0.06976744186046512,0,3,0.1796875,0,0,1,1,0.2421875,1.8547236990991407,1,0.26495726495726496,3,0.14285714285714285,0.26495726495726496,0.21875,0.4700854700854701,4,31,66,31,4,61,64.15,0.8,0,5,270,3,0.26495726495726496,0.0,0,4,0,0.0,0,0,0.0,0,0,0.0
595643066,0,0,0,0,-1.0,3,0.5,30,5,5,0.5,52.5,0.5,28,0.16666666666666666,0,50.029158164680986,2,0.0,0.2641509433962264,50.526395741895804,35,32,0.0,52.5,94,30,0.8857142857142857,6,20,0.08333333333333333,0,3,0.2830188679245283,0,0,1,1,0.18867924528301888,0.0,1,0.18,3,0.17142857142857143,0.32,0.1509433962264151,0.5,2,20,-1,18,2,-1,52.5,0.7,0,0,206,0,0.2,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
595643064,0,0,0,0,-1.0,4,0.5006079027355623,30,6,5,0.49047619047619045,52.56382978723404,0.49523809523809526,29,0.16666666666666666,0,49.52945251733222,2,0.0,0.27358490566037735,49.52692870213806,35,33,0.0,51.5,93,29,0.9428571428571428,6,20,0.08333333333333333,0,3,0.27358490566037735,0,0,1,1,0.18867924528301888,0.0,1,0.18,3,0.17142857142857143,0.33,0.1509433962264151,0.49,2,20,-1,18,2,-1,52.0,0.7,0,0,206,0,0.2,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
595643065,0,0,0,0,-1.0,3,0.5,30,4,5,0.5,52.5,0.5,28,0.16666666666666666,0,50.029158164680986,2,0.0,0.2641509433962264,50.526395741895804,35,32,0.0,52.5,94,30,0.8857142857142857,6,20,0.08333333333333333,0,3,0.2830188679245283,0,0,1,1,0.18867924528301888,0.0,1,0.18,3,0.17142857142857143,0.32,0.1509433962264151,0.5,2,20,-1,18,2,-1,52.5,0.7,0,0,206,0,0.2,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
595643067,0,0,0,0,-1.0,4,0.5,30,6,5,0.5,52.5,0.5,27,0.16666666666666666,0,50.029158164680986,2,0.0,0.25471698113207547,50.526395741895804,35,31,0.0,52.5,94,31,0.8857142857142857,6,20,0.08333333333333333,0,3,0.29245283018867924,0,0,1,1,0.18867924528301888,0.0,1,0.18,3,0.17142857142857143,0.31,0.1509433962264151,0.51,2,20,-1,18,2,-1,52.5,0.7,0,0,206,0,0.2,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
595466238,0,0,0,0,-1.0,3,0.5,30,2,3,0.5,50.5,0.5,20,0.11764705882352941,1,49.012753442343964,1,0.0,0.19607843137254902,49.51009997970111,34,20,0.0,50.5,94,21,0.9207920792079208,4,27,0.058823529411764705,0,2,0.20588235294117646,0,0,1,1,0.2647058823529412,0.0,0,0.2755102040816326,2,0.11764705882352941,0.20408163265306123,0.2549019607843137,0.5204081632653061,3,28,-1,27,3,-1,50.5,0.8,0,0,200,0,0.2857142857142857,0.0,1,3,0,0.0,0,0,0.0,0,0,0.0
